content,score
Untuk pembatalan pembelian sangat dipersulit padahal pengen ganti produk yang lain,1
Setelah update di bawah Freed video nya ga ada lagi,3
Sangat membantu,5
the best sih😙,5
tokopedia tolong lebih di cek lagi ya diperbaiki juga apk nya soalnya saya udah 3 kali beli dibatalkan trus,2
"maaf kalo cuma bintang 3,soalnya iklan-nya kebanyakan.uda pencet tanda X ngga keluar keluar,padaha itu bukan tanda X palsu,uda di pencet berkali kali ngga keluar keluar.",3
"untuk ukuran pengguna baru seperti sya yg baru login seminggu lalu, toped memberikan banyak sekali diskon potongan harga 75%. namun sayang banget: 1. paket saya yang pertama butuh 3 hari proses konfirmasi baru dikirim, dan sekarang sudah hari ke 5, paket saya masih muter-muter di jakarta. 2. paket yang kedua proses nya juga lama sekitar 2 harian baru dikirim ke ekspedisi oleh penjual, nahh sudah ngirimnya telat,kurirnya bermasalah, status pketnya ""nobody at home"" padahal saya seharian dirumah.",3
"Beli barang ikut flash sale yang harusnya program asli tokopedia, pas cekout malah kena harga normal, dibilang cs kalo cuma pake promo ongkir aja, sejak kapan flash sale harus pake kode vocher, dan karena ga menggunakan aplikasi update terbaru (mau diupdate gimana lagi klo g ada tombol update). Promo flash sale g guna berarti.",1
"Gratis ongkirnya jadi ga bisa dipake, di produk ada label gratis ongkir pas order tetep bayar ongkir, padahal harga barang/nilai transaksinya memenuhi syarat, malah disuruh langganan plus, kalo toped ky gini terus lama2 nasibnya ngikutin lapak merah nanti karena harga jatuhnya jadi mahal, soalnya disana awal2 nya seperti ini juga, akhirnya sekarang tumbang BYE2 TOPED......!!!!! SAATNYA MIGRASI KE TOKOPINK DAN TOKOORANGE",1
Terlalu meresahkan,1
"udah dapet promo/diskon, setelah beli ujung ujungnya di gk di kirim sampai dibatalin pihak tokopedia kocak emang",1
"Daftar pedia card lebih sulit dibandingkan bikin sim disamsat, gak percaya coba aja,",1
"Untuk aplikasinya sendiri sudah bagus, yang sering bermasalah pihak kurir/ekspedisi. Tolong beri juga fitur untuk memberikan rating ke ekspedisi",4
"kadang suka ngga jelas,masa tiba tiba gk bisa menyelesaikan pembayaran",3
Keren,5
Tokopedia oke banget,5
Pengiriman SELALU TELAT,2
Bismillah baru download semoga bayak promoyaaa hehe,5
Layanan cepat dan mudah,5
"Kenapa saya belum dapat plalater,tolong bantu. Agar saya bisa menggunakan spaylater.terima kasih",5
kerennn,5
murah,5
proses cpt,5
TOP,5
semoga bagus awet dipakai,5
"Boncos ngak ada orderan,top up terus ngak ada pemasukan.Makin ke sini makin kacau",3
nice app..,5
Baik dan mudah berjalan dengan lancar,5
Metode pembayaran ga ada sama sekali hanya ada tulisan refresh lagi udah chat cs sama aja,1
sangat puas,5
"Beli barang di aplikasi ini lebih baik jangan pilih yg kirim instant, sudah bayar ongkir lebih mahal untuk pengiriman ekspres 3 jam sampai. Ternyata 2 hari tidak sampai barangnya. Jasa instant 3 jam hanya penipuan untuk dapat biaya lebih dari pembeli",1
Sangatt baguss,5
"aplikasi gajelas pengiriman sering ditunda sampe 5 harian, dan dibatalkan otomatis. tapi anehnya kalo gapake voucher diskon langsung gercep kirim wkwk. apa hanya gimick doang voucher nya🤣, kocakk bat dah.",2
Gak oke,1
thank you tokopediaa karna muu wishlist kuu dikit'kebelii dngn hrgaaa yangg muwrahh polll😍👌,5
Parah banget nih bayar tagihan kartu kredit sama listrik udah 7 hari dinotif sudah berhasil tapi tagihan belum masuk,1
gokil ini der,5
Bagus,5
mantaapp,5
ok,5
Bagus sekali karenaTOPED saya sekarang mulai percaya belanja online...terima kasih,5
"Memang pantas kalo perusahaan dalam negeri ini lenyap, banyak buruknya. Pembelian dubatalkan sm sistem, toko yg jual barang padahal barangnya abis gabisa kena sanksi juga, PEMBATALANNYA LAMA SEKALI ACC OTOMATISNYA SEMINGGU KEMUDIAN COK. Tokopedia gk ada kerjasama sm perushaaan ekspedisi lain kah? Kenapa sama jne terus? Mereka lambat pengirimannya. Berhari hari baru sampai, kadang salah alamat pula. Uninstall!",1
Payah di pengiriman estimasi dari proses ke pengiriman 7 hari kerja jadi seller molor kirim pesanan ke expedisi ga rekomendasi deh,1
sudh mau mesen malah gagal dan Voucher belanjany hilang,2
sangat membantu dan mudah prosesnya,5
"Maaf bintang nya berkurang, browsing jadi tidak tepat sasaran, yg dicari sama yg tampil jadi yg lain2 menyebalkan, apalagi kalo yg di ketik 2 atau 3 kata, bikin lama pencarian saja",3
cepat tepat,5
🔜,5
aplikasi sangat membantu dalam transaksi dan lainnya sangat bermanfaat👍,5
"tokopedia terlalu banyak diskonnya ini bagus bangett, saya gabisa berhenti belanja di tokopediaa top markotop lah tokopedia nih⭐⭐⭐⭐⭐",5
redpon cepat,5
"Aplikasi sangat mengecewakan, entah apa masalahnya. Aplikasi inibselalu bermasalah dalam pengiriman, bukan sekali atau dua kali bahkan sampe berkali2....",1
Kenapa saya mau daftar ga bisa,3
suka belanja di toko pedia aman dan produk2nya bagus ssmua,5
"Gak jelas, pesen daging dari Tanggerang ke jakarta gak bisa same-day, tapi pesen daging yang sama dari Tanggerang ke Surabaya malah bisa",5
iklan,3
"Bagussss bgt masyaallah dpt gratis ongkir ny gede bgt, seneng deh buat ank pljr ky aku dpt gratis ongkir dan diskon Segede ini🤩🤩🤩🤩",3
"Ini tokped knapa yah makin kesini pengiriman makin ancur nunggunya sampe 1 minggu, dari brng diproses sampe dikirim juga kadang nyampe 2 hari, yg biasanya 3 hari udah nyampe, kayak gk niat jualan.",4
"Paling malas belanja di tokped kurir gak bisa milih, masih aja pake ekspedisi yg gak niat kerja. Ga profesional kayak app sebelah.",1
aplikasi yg sangat bagus,5
ga jelas,1
Sangat Membantu,5
ok murah,5
Cod tingkatkan,5
baik,5
diskon yang sangat mantaappp😍,5
Very very good nice,5
belum apaapa blum di pake payleter nya udah di blokir aanehh,1
"Fasilitas diskusi dihilangkan...fasilitas chat bermasalah, tidak bisa di hapus",1
goodjob,4
Syuka sekali belanja di Tokopedia 💗,5
"Saya menyarankan agar fitur balasan otomatis ulasan dimatikan. Biar seller menulis balasan secara manual sesuai pesanan, artinya seller lebih menghargai buyer. Terimakasih. Capek nulis? Ya. Merekalah yang membuatmu hidup. Hehe",4
"semua lebih cepat dan praktis,tokopedia aja mantap",5
"Beli jam tangan dari tanggal 16 Januari 2025 sampe tgl 27 Januari 2025, barang blm nyampe. Alasan kurir alamat tidak terlacak. Akhirnya barang di return lagi. Padahal pake aplikasi sebelah si orange, g pernh telat dan selalu nyampe. Nama aja ekspedisi si cepat tp dah 11 hari paket blm dtg. AQ lacak noticenya nunggu konfirmasi kurir tp ampe 5 hari g ada perubahan notice alias g ada konfirmasi yg jelas. CS q chat dari tgl 23 Ampe skrg pun jg g ada balasan, sangat slow respon. GILA emang Tokped.",1
"Voucher coins gopay Tokopedia gak bisa redeem , dari bulan 11-2024 sampai sekarang masih gak bisa, tolong untuk Tokopedia di bantu agar bisa redeem coin gopay kembali",3
mantabbb,5
Bagus,5
Pelit amat gratis ongkir,1
keren,5
Sangat bagus,5
baik kk,4
suka banget,5
Overall bagus. Bakal lebih bagus lagi jika ada fitur lacak paket berdasarkan map,5
banyak bug.. kenapa? gk bksa2 login sekarang..,1
Makasih,5
"menurut saya sih sejauh ini cukup praktis untuk digunakan dalam berbelanja online. Banyak produk tersedia dengan harga yang bersaing, meskipun kadang promo tidak selalu relevan dengan kebutuhan saya. Proses pengiriman terkadang sesuai estimasi, tapi kadang tidak sesuai dengan pengiriman seperti gojek instant 3 jam dikirim besok karena tokonya sudah tutup. Secara keseluruhan, Tokopedia bisa jadi pilihan, tapi masih ada beberapa hal yang perlu diperbaiki lagi",4
"seneng belanja di tokped,bnyak bonus ,tapi kdang di batalkan sistem belanjaan nya ,,perbaiki ya tokped , pokoknya the best,, terimakasih",5
Amanah dan juga original yg jelas sangat rekomendit banget,3
tokopedia manatap euy,5
Rekomendasi banget deh,5
Mantaaab,5
aplikasi memang mantap,5
"Mau checkout males , ongkir mahal, gratis ongkir harus berlangganan mending ditoko laz_da josss 👍",1
pengembalian dana lemot cs respon lemot dana belum kerefund udh 1minggu lebih padahal gimana suh Tokopedia,1
"Mau batalin pesanan yang terlalu lama ga dikirim2 sma penjual harus nunggu satu minggu,bikin repot aja,, padahal barangnya sangat dibutuhkan segera,mau beli ditempat lain jadi harus nunggu pembatalan pesanan,payah,,benar2 nyusahin",1
Tokopedia top markotop,5
"di tokopedia harga terjangko,barangnya sesue di foto ok ok,,,,",5
sangat memuaskan,5
cakeep laah,5
"Headpada belanja di sini sellernya pinter2 , kalo ga yakin sama info produk jangan sungkan tanya ke tokonya dan jangan buru2 close order kalo belum yakin puas sama barangnya.",3
ok,5
Suka banget sama apk inii makasii tokpedd semoga semakin berkembang 💚💚💚💚,5
"masa selalu error,",1
"nggk semudah lazada dalam hal cod,klo lazada semua bisa cod, kelebihan tokopedia barangnya banyak yg ori drpd kw",4
Bug tampilan utama sering refresh tapi tidak muncul barang yang dijual,3
Cakep,5
"Tokopedia bagus aplikasinya, banyak voucher juga dari mulai voucher potongan harga sm gratis ongkir, cuma minusnya Tokopedia sekarang jadi kaya toko oren, pajak dan biaya yg lainnya makin lama makin gede, dari yg cuma ngambil potongan senilai perak'an jd ribuan, misal belanja 10rb pas pgn di checkout jadi 14rb, jgn ngikutin toko oren dong tokped😞😞",4
Bagus,5
cepet reaponnya,5
WKWKWKWK JELK BET APLIKASINYA UDH DAPET HARGAA PROMO DI BATALIN TIM TOKOPEDIANYAA CUY WKWKWK KOCAKK,1
Mantapp,5
Gopaylater saya ga bisa di gunakan ..padahal limitnya ada,2
maa syaa Allah. luar biasa' Alhamdulillah,5
Saya suka menggunakan aplikasi Tokopedia . karena banyak diskon nya,5
mantap,5
memang e-commerce terburuk dalam komplain retur pembeli selalu di rugikan cs nya GK ada hanya robot.ujtuk retur saja muter 2 ujungnya GK bisa.sudah ada resi pengiriman.kurir nya GK mau pick up..GK LG beli di Tokopedia,1
"sangat bagus,murah murah",5
"Gilaaa gilaaa, bener bener nih tokped GACOR TOP MARKOTOP!! #SupportBrandLocal",5
Dapat informasi update di google tapi tidak bisa.diupdate,2
Trims semoga sukses,5
gw suka Toped krn deskripsi nya lengkap dan ulasan pembeli jujur.,5
"Aplikasi Tokopedia sangat membantu untuk kebutuhan belanja online saya. Namun, saya ingin memberikan saran untuk menambahkan fitur Total Belanja Tahunan di aplikasi. Fitur ini akan sangat berguna bagi pengguna untuk melihat total pengeluaran mereka selama setahun, terutama untuk keperluan pengelolaan keuangan pribadi. Saya harap saran ini bisa dipertimbangkan agar aplikasi Tokopedia semakin lengkap dan memudahkan pengguna.",5
"Saya rating full bintang 5 kembali setelah sekian lama ngasih bintang 1 terus.. hari ini saya puas sekali.. pesan barang dari karawang opsi pengiriman gratis ongkir.. nilai barang 20k sehari sampe.. gak pake lempar kurir ini itu. Pake J&T gak dioper ke kurir lain.. memang seperti ini seharusnya.. gak kaya sebelumnya.. ceritanya aja ""KURIR REKOMENDASI""...",5
"Tolong Tokopedia di perbaiki lagi,. Vocer yang tidak bisa dipake, jangan dimasukin. Terus sekarang sangat2 lelet, masa iya pengiriman dari bandung ke Majalengka 4/5 hari,. Kalo di yg lain cuman 3hari nyampe rumah, itu juga dari Surabaya ke Majalengka",1
"Sy kurangi lg bintang nya,krn ini yg kesekian x belanja via toped,udh jelas barang di terima pecah semua krn toko lalai,(barang bagan plastik mudah pecah paking nya terlalu ketat),...toped minta semua fto bukti sampe minta upload KTP,mnunggu 8hr tiba2 ada notif ""DANA DI TERUSKAN KE PENJUAL"",gk ada penjelasan lg...,...,sy betul di rugikan waktu & biaya,.",1
kenapa sekarang gbs hapus pesan?,3
Good job.,5
Ini knp setelah diperbarui ga bisa dibuka Tolong kpada pihak pengembang diperbaiki,4
"Apk Knnntttlllll, Ada Promo & Voucher tapi ga bisa dipake ngnntdd, katanya pengguna pertama ada diskon tapi gavisa dipake ya sama aja babbiii, Mendingan pke shope gua, Gajelas tokped ngepett",1
"Market Place ribet dan tidak berfihak kepada pembeli. Hati hati, kalau Refund/pengembalian dana ribet nya minta ampun. Padahalijta duit kita sendiri. Kalau ada sengketa antara pembeli dan penjual prosesnya panjang dan bertele-tele, prosesnya lebih ribet daripada sengketa Pilpres dan pilkada. Mending jangan belanja di maketplace ini. Uninstaal aja.",1
terpercaya,5
saking updatenya fitur hapus chat dgn toko yg sudah gk diperlukan dan blokir toko yg performa krg bagus malah di ilangin... chat menumpuk blm yg ngiklan kebayang gk pjgnya ?,1
emng lebih trpercaya..,5
Bagus banget lo,5
YAYAYA BARANG MURAH KUALITAS TIDAK MURAHAN YEAYYY,5
mantap,5
Sangat memuaskan kan,5
"mantap,ITS ok",5
Aplikasi Rasis,1
sangat membantu,5
fast respon,5
Coba dulu lah,5
"Sudah bagus, sangat membantu walaupun terkadang ongkir tidak 100% gratis. Cuma untuk apa bonus 1 hari 1 coin? Mau kumpul berapa abad? Alangkah baiknya bonus 1 hari minimal 1000 coin. Jadi 30 hari bisa 30000 koin, itu sangat membantu untuk mengurangi pembayaran. Tambah parah, ongkir makin mahal dan hapus whislist kalau sudah sampai ke bawah setelah selesai hapus malah kembali ke atas, seharusnya tetap dimana dihapus terakhir. Capek deh. 26 Jan 25 tambah parah, makin tambah capek pakai toped.",1
👎,1
"Dih bego 2025 harganya mahal, lebih murah di sopi sama blibli, kurir sekarang kebanyakan kargo melambat jauh, wkwkwkwk",1
proses cepat,5
menolong,5
mantap,5
terima kasih tokopedia,5
the best,5
bagus banyak promo,5
Sangat membantu buat berbelanja,5
okelah,5
"Tolong buat tokopedia hilangkan aja JNE dulu saya pernah kehilangan barang, kemaren saya harus komplain, ini ada orderan saya yang gak update pengirimannya sampai sekarang. Asli jelek banget expedisinya",3
Saya kecewa dengan Tokopedia card. Saya tidak punya hutang. Kenapa masih ada pemberitahuan pembayaran. Komplain di cs tidak fast respon. Kualitas seperti ini apa yang membanggakan,1
"Beli pulsa 100rb, sudah bayar tapi dianggap belum bayar",1
bagus saya suka,4
"Merakyat,bersahabat dan canggih",5
"Penjual dan admin sama2 tidak respon,,, beli barang sebelum nya respon, setelah checkout dikacangin (4 hari gak di proses),,mana ongkir gak wajar (mahal) jakarta barat-tangerang 49 rb dengan berat tidak sampe 1 kg.. Saya kira dengan ongkir segitu pelayanan cepat, nyatanya lama",1
Tokopedia cepat. akurat,5
Tiga dulu,4
mantap tapi untuk kuponnya sekrng sangat jarang ada,4
sayangnya di aplikasi tiktok saya tidak melayani COD,5
"KRONOLOGINYA : saya beli barang di ""ROOM SPAREPART"" kota SEMARANG barat. Toko mengirimkan barang yg tidak sesuai, setelah dikomplain toko tidak mengakui kesalahannya. Setelah dilakukan proses retur dan sampai ke tujuan TOKO ROOM SPAREPART tidak punya itikad baik untuk merespon pengrmbalian barang.. sampai hari ini DANA BELUM KEMBALI padahal barang sudah sampai toko. DIMOHON UNTUK BERHATI HATI MENGGUNAKAN PLATFORM INI, semoga tidak terjadi pada yg lain",1
"Setelah update gagal lalu tidak bisa di buka lagi,tiktok juga sama.parah",1
"baik bgt tokopedia kasih harga minyak SunCo 2 liter cma 16,400",5
sangat puas,5
Bagus banget,5
mantappp,5
"Gratis ongkir aja gak ada, belanja real dibatalkan sistem mulu. Payah",1
siip,5
"Pengiriman payah, beberapa kali selalu terlambat. Bahkan beberapa ada yang tidak sampai. Apalagi kalo pake si cepat. Tambah parah kalo pake si cepat.",1
Inbox saya kok G bisa di hapus ya???ada notif masuk tapi G bisa di buka juga.padahal udah di upgrade,5
baik,4
proses transaksi sangat mudah cepat,5
"Ongkir terlalu mahal,pesan barang seharga 5 RB dpt ongkir 19 RB,berat diongkir ini mah kalau mau order🥵",1
mantapp,5
responsive,5
Bagus sekali,5
"saran jangan pake sicepat, gak sesuai sama nama soalnya",1
akhirnya,4
"Kecewa jadi pelanggan Tokopedia,karena gopaylater pindah vendor langsung dibekukan gopaylater dengan alasan ga jelas, padahal ga pernah tertarik shoppepay karena cukup 1 aja dari pertama kali belanja online bertahun"" dan pembyaran selalu sebelum jatuh tempo dan terlambat, ok deh bye tokopedia cukup tahu lu gede sekarang yah !",1
jos,5
"BARU DAFTAR AJA GANGGUAN NUNGGU LAMA BGT TULISANNYA ""KESALAHAN SERVER"" HADEH HADEH BARU OPENING DAH DI SAMBUT DENGAN GANGGUAN!!!!!!",1
mantap,5
ok,5
Bagus aplikasinya tetapi untuk pengirimannya kurang bagus lama sekali butuh waktu 4/5 hari harap ditingkatkan lagi salam tokopedia🙏,3
"Awalnya saya pengguna setia Tokped, tapi begitu ada masalah di ekpedisi, CO di tgl 15, tapi sampai sekarang barang juga belum sampai, dan saat meminta refund sesuai waktu yang sudah di janjikan, 3 hari kalender, tapi tetap juga disuruh tunggu barangnya sampai, saya karna butuh barang itu cepat saya CO lagi barang yang sama di toko yang sama, dan sudah sampai, Tapi barang yang nyasar saya tetap disuruh tunggu, kalau begini saya sudah rugi waktu dan rugi uang. Sangat jauh berbeda dgn yg warna oren",1
Suka,5
"Suka banget Tokopedia bintang 1, ini mana FEED BERITA TOKO YG DI FOLLOW UPDATE, MAKIN TURUN MINAT BELI DISINI KALAU DIHILANGKAN BEGITU!!!!",1
"mudah ternyata, dan mudahan berhasil sampai terima pesanan",5
Memuaskan,5
sangat membantu,5
mantap banyak promonya,5
best,5
"tolong donk jangan paksakan akun harus tersambung ke gopay,kasian donk yg nggk ada gopay ,masa' mau beli baterai 14500 saja hrs verifikasi umur,saya bukan utk vape tapi utk mobil RC anak².fitur laporan pun bermasalah, sangat sulit sekarang,tdk seperti Tokopedia yg dulu.makin di-update bukan makin bagus,malah makin lambat & makin no respon serta foto nya slide sendiri & kurir rekomendasi ID express kok masih dipakai padahal mereka tidak delivery lagi krn pailid",1
semoga sesuai keinginan,5
"Buat cek keranjang, buat login loading lama banget. Kelamaan nunggu",3
pelayanan 👍,5
"pesanan pake diskon, padahal sudah di proses ujung""a di batalin sistem kecewa, buat apa ada diskon klo ujung"" di batalin",1
Bagus,5
Kupon gk bisa digunain.,1
Kembalikan Dana saya yg disedot shop tokopidia Ini mlnggar hukum kusomen😥,1
pernah saya beli barang disini dari pak guru saya 8 tahun yang lalu saya kasih bintang 4 dulu karna tidak semua orang sempurna,4
